card_id;customer_id;account_id;card_type;card_number_masked;expiry_date;status;credit_limit_idr;outstanding_idr
CRD0631;NBC0707;ACC00707;credit;**** **** **** 1264;01/09/2028;active;75000000;45628995
CRD0632;NBC0538;ACC00538;debit;**** **** **** 7109;01/07/2025;active;;
CRD0633;NBC0669;ACC00669;debit;**** **** **** 8899;01/09/2026;active;;
CRD0634;NBC0004;ACC00004;debit;**** **** **** 2574;01/01/2026;blocked;;
CRD0635;NBC0270;ACC00270;debit;**** **** **** 7902;01/11/2025;blocked;;
CRD0636;NBC0633;ACC00633;credit;**** **** **** 6113;01/09/2024;active;30000000;23429735
CRD0637;NBC0396;ACC00396;debit;**** **** **** 8702;01/06/2029;active;;
CRD0638;NBC0711;ACC00711;debit;**** **** **** 7693;01/12/2024;active;;
CRD0639;NBC0866;ACC00866;credit;**** **** **** 7706;01/12/2029;active;10000000;7215574
CRD0640;NBC0673;ACC00673;credit;**** **** **** 7187;01/01/2027;active;100000000;27972176
CRD0641;NBC0571;ACC00571;prepaid;**** **** **** 8625;01/08/2024;active;;
CRD0642;NBC0316;ACC01165;credit;**** **** **** 2167;01/08/2024;active;5000000;4112027
CRD0643;NBC0702;ACC00702;debit;**** **** **** 1953;01/11/2025;active;;
CRD0644;NBC0192;ACC01125;prepaid;**** **** **** 0980;01/02/2024;active;;
CRD0645;NBC0508;ACC00508;debit;**** **** **** 2757;01/12/2024;active;;
CRD0646;NBC0495;ACC00495;debit;**** **** **** 2437;01/06/2028;active;;
CRD0647;NBC0358;ACC00358;debit;**** **** **** 8655;01/05/2027;active;;
CRD0648;NBC0888;ACC01080;prepaid;**** **** **** 7467;01/04/2024;active;;
CRD0649;NBC0559;ACC00559;debit;**** **** **** 3402;01/01/2026;active;;
CRD0650;NBC0896;ACC00896;debit;**** **** **** 0244;01/10/2025;active;;
CRD0651;NBC0321;ACC00321;credit;**** **** **** 8139;01/10/2028;active;75000000;42606617
CRD0652;NBC0070;ACC00070;debit;**** **** **** 8852;01/10/2026;active;;
CRD0653;NBC0625;ACC00625;credit;**** **** **** 9892;01/04/2027;active;30000000;11199579
CRD0654;NBC0563;ACC00563;debit;**** **** **** 8357;01/09/2024;active;;
CRD0655;NBC0795;ACC01010;debit;**** **** **** 3160;01/08/2028;active;;
CRD0656;NBC0059;ACC00059;debit;**** **** **** 3427;01/07/2025;expired;;
CRD0657;NBC0579;ACC00579;debit;**** **** **** 3222;01/12/2027;active;;
CRD0658;NBC0010;ACC00010;debit;**** **** **** 3384;01/06/2024;active;;
CRD0659;NBC0039;ACC00039;debit;**** **** **** 4708;01/02/2026;active;;
CRD0660;NBC0854;ACC00854;debit;**** **** **** 3775;01/07/2024;active;;
CRD0661;NBC0173;ACC00173;debit;**** **** **** 9948;01/07/2029;blocked;;
CRD0662;NBC0345;ACC00345;debit;**** **** **** 6151;01/06/2027;active;;
CRD0663;NBC0297;ACC00297;debit;**** **** **** 2561;01/07/2026;expired;;
CRD0664;NBC0486;ACC00486;credit;**** **** **** 5838;01/01/2024;active;15000000;11085451
CRD0665;NBC0551;ACC00551;debit;**** **** **** 0104;01/03/2025;active;;
CRD0666;NBC0680;ACC00680;debit;**** **** **** 0393;01/03/2029;active;;
CRD0667;NBC0338;ACC01189;debit;**** **** **** 5456;01/09/2026;active;;
CRD0668;NBC0859;ACC00859;debit;**** **** **** 7790;01/07/2028;active;;
CRD0669;NBC0042;ACC01015;prepaid;**** **** **** 5538;01/04/2024;expired;;
CRD0670;NBC0328;ACC00328;debit;**** **** **** 2874;01/05/2029;active;;
CRD0671;NBC0799;ACC00799;debit;**** **** **** 4806;01/10/2029;active;;
CRD0672;NBC0877;ACC01124;credit;**** **** **** 6786;01/03/2027;active;75000000;35666511
CRD0673;NBC0604;ACC00604;debit;**** **** **** 7247;01/01/2025;active;;
CRD0674;NBC0630;ACC00630;debit;**** **** **** 6264;01/08/2029;active;;
CRD0675;NBC0520;ACC00520;credit;**** **** **** 6225;01/08/2025;active;50000000;16633658
CRD0676;NBC0290;ACC00290;debit;**** **** **** 5980;01/06/2028;active;;
CRD0677;NBC0754;ACC00754;debit;**** **** **** 9811;01/05/2025;active;;
CRD0678;NBC0489;ACC00489;debit;**** **** **** 7862;01/09/2027;active;;
CRD0679;NBC0169;ACC00169;debit;**** **** **** 4964;01/09/2025;active;;
CRD0680;NBC0403;ACC00403;prepaid;**** **** **** 8249;01/03/2024;active;;
CRD0681;NBC0296;ACC00296;credit;**** **** **** 8870;01/06/2028;active;100000000;14880375
CRD0682;NBC0906;ACC01042;credit;**** **** **** 1494;01/07/2025;active;15000000;12776153
CRD0683;NBC0568;ACC00568;debit;**** **** **** 9272;01/10/2026;active;;
CRD0684;NBC0286;ACC01175;debit;**** **** **** 5672;01/02/2028;expired;;
CRD0685;NBC0011;ACC00011;debit;**** **** **** 4595;01/05/2024;blocked;;
CRD0686;NBC0468;ACC00468;debit;**** **** **** 3786;01/11/2027;active;;
CRD0687;NBC0033;ACC01169;credit;**** **** **** 3703;01/08/2025;blocked;100000000;93677007
CRD0688;NBC0649;ACC00649;debit;**** **** **** 5735;01/04/2025;active;;
CRD0689;NBC0691;ACC00691;debit;**** **** **** 3258;01/04/2026;active;;
CRD0690;NBC0262;ACC00262;debit;**** **** **** 7289;01/05/2024;active;;
CRD0691;NBC0924;ACC00924;debit;**** **** **** 0664;01/09/2025;active;;
CRD0692;NBC0447;ACC00447;debit;**** **** **** 0580;01/01/2024;active;;
CRD0693;NBC0928;ACC00928;debit;**** **** **** 4387;01/04/2029;active;;
CRD0694;NBC0760;ACC00760;prepaid;**** **** **** 6560;01/06/2028;active;;
CRD0695;NBC0943;ACC01114;credit;**** **** **** 2213;01/02/2024;active;50000000;24645265
CRD0696;NBC0907;ACC00907;debit;**** **** **** 8768;01/08/2028;active;;
CRD0697;NBC0224;ACC01004;prepaid;**** **** **** 0884;01/10/2028;expired;;
CRD0698;NBC0389;ACC00389;debit;**** **** **** 0355;01/07/2028;active;;
CRD0699;NBC0661;ACC00661;debit;**** **** **** 7389;01/11/2029;expired;;
CRD0700;NBC0733;ACC00733;prepaid;**** **** **** 7814;01/04/2027;blocked;;
CRD0701;NBC0855;ACC00855;debit;**** **** **** 7131;01/07/2025;active;;
CRD0702;NBC0706;ACC00706;debit;**** **** **** 2405;01/11/2026;active;;
CRD0703;NBC0038;ACC00038;debit;**** **** **** 1283;01/11/2029;active;;
CRD0704;NBC0030;ACC01163;prepaid;**** **** **** 6366;01/01/2027;active;;
CRD0705;NBC0571;ACC00571;debit;**** **** **** 0042;01/05/2027;active;;
CRD0706;NBC0102;ACC00102;credit;**** **** **** 2844;01/10/2029;active;15000000;6416938
CRD0707;NBC0849;ACC00849;debit;**** **** **** 2594;01/01/2025;blocked;;
CRD0708;NBC0938;ACC00938;debit;**** **** **** 6346;01/11/2025;active;;
CRD0709;NBC0978;ACC00978;prepaid;**** **** **** 7669;01/12/2028;active;;
CRD0710;NBC0300;ACC00300;debit;**** **** **** 4190;01/01/2025;active;;
CRD0711;NBC0216;ACC00216;prepaid;**** **** **** 7168;01/10/2027;active;;
CRD0712;NBC0400;ACC01190;prepaid;**** **** **** 5799;01/10/2025;active;;
CRD0713;NBC0783;ACC00783;debit;**** **** **** 0341;01/10/2024;blocked;;
CRD0714;NBC0315;ACC00315;prepaid;**** **** **** 0934;01/10/2024;active;;
CRD0715;NBC0188;ACC00188;debit;**** **** **** 4007;01/04/2026;active;;
CRD0716;NBC0042;ACC01015;debit;**** **** **** 4149;01/08/2029;active;;
CRD0717;NBC0683;ACC00683;credit;**** **** **** 6242;01/07/2027;active;100000000;17105296
CRD0718;NBC0175;ACC00175;debit;**** **** **** 8292;01/04/2027;active;;
CRD0719;NBC0917;ACC00917;debit;**** **** **** 9327;01/12/2026;active;;
CRD0720;NBC0968;ACC00968;debit;**** **** **** 4211;01/01/2027;blocked;;
CRD0721;NBC0576;ACC00576;debit;**** **** **** 4741;01/09/2026;active;;
CRD0722;NBC0976;ACC00976;debit;**** **** **** 3484;01/01/2028;active;;
CRD0723;NBC0595;ACC00595;credit;**** **** **** 8181;01/07/2025;active;15000000;11283327
CRD0724;NBC0965;ACC00965;debit;**** **** **** 8803;01/01/2028;expired;;
CRD0725;NBC0580;ACC00580;debit;**** **** **** 1670;01/06/2026;active;;
CRD0726;NBC0906;ACC01042;debit;**** **** **** 4958;01/05/2027;active;;
CRD0727;NBC0863;ACC00863;debit;**** **** **** 3342;01/10/2025;active;;
CRD0728;NBC0982;ACC01070;credit;**** **** **** 8789;01/07/2029;active;15000000;12705650
CRD0729;NBC0455;ACC00455;debit;**** **** **** 2659;01/01/2029;active;;
CRD0730;NBC0693;ACC00693;credit;**** **** **** 8541;01/04/2029;active;5000000;1036573
CRD0731;NBC0680;ACC01198;credit;**** **** **** 7571;01/01/2024;active;50000000;18902505
CRD0732;NBC0058;ACC00058;debit;**** **** **** 4326;01/04/2025;active;;
CRD0733;NBC0575;ACC00575;debit;**** **** **** 2325;01/05/2028;active;;
CRD0734;NBC0297;ACC01058;debit;**** **** **** 2192;01/11/2025;active;;
CRD0735;NBC0666;ACC00666;prepaid;**** **** **** 2647;01/07/2024;active;;
CRD0736;NBC0282;ACC00282;debit;**** **** **** 2738;01/02/2028;active;;
CRD0737;NBC0069;ACC00069;debit;**** **** **** 0253;01/02/2026;blocked;;
CRD0738;NBC0671;ACC00671;prepaid;**** **** **** 0001;01/04/2025;blocked;;
CRD0739;NBC0342;ACC00342;debit;**** **** **** 1322;01/11/2025;expired;;
CRD0740;NBC0682;ACC00682;debit;**** **** **** 5778;01/12/2027;active;;
CRD0741;NBC0381;ACC00381;credit;**** **** **** 8922;01/01/2029;active;100000000;87358882
CRD0742;NBC0716;ACC00716;prepaid;**** **** **** 3801;01/12/2029;expired;;
CRD0743;NBC0380;ACC00380;prepaid;**** **** **** 0608;01/04/2026;active;;
CRD0744;NBC0117;ACC00117;credit;**** **** **** 8995;01/03/2029;expired;5000000;1166887
CRD0745;NBC0699;ACC00699;credit;**** **** **** 2864;01/10/2027;active;30000000;20800615
CRD0746;NBC0074;ACC00074;credit;**** **** **** 7046;01/11/2025;active;75000000;66864022
CRD0747;NBC0450;ACC00450;credit;**** **** **** 7168;01/04/2025;expired;20000000;8282713
CRD0748;NBC0877;ACC00877;prepaid;**** **** **** 9347;01/04/2025;active;;
CRD0749;NBC0698;ACC00698;debit;**** **** **** 9279;01/02/2028;active;;
CRD0750;NBC0670;ACC00670;credit;**** **** **** 8549;01/12/2025;active;10000000;6475643
CRD0751;NBC0289;ACC01161;credit;**** **** **** 0115;01/08/2029;active;30000000;2783809
CRD0752;NBC0234;ACC00234;debit;**** **** **** 0354;01/03/2029;blocked;;
CRD0753;NBC0173;ACC00173;credit;**** **** **** 0874;01/05/2028;active;15000000;5200483
CRD0754;NBC0420;ACC00420;debit;**** **** **** 8884;01/09/2026;active;;
CRD0755;NBC0077;ACC00077;debit;**** **** **** 7454;01/01/2025;blocked;;
CRD0756;NBC0365;ACC00365;debit;**** **** **** 5541;01/03/2027;active;;
CRD0757;NBC0041;ACC00041;debit;**** **** **** 4795;01/01/2027;active;;
CRD0758;NBC0541;ACC00541;debit;**** **** **** 9050;01/08/2025;active;;
CRD0759;NBC0410;ACC00410;credit;**** **** **** 6307;01/09/2029;blocked;75000000;9033738
CRD0760;NBC0931;ACC01105;prepaid;**** **** **** 1455;01/01/2026;active;;
CRD0761;NBC0179;ACC00179;prepaid;**** **** **** 4023;01/12/2029;active;;
CRD0762;NBC0059;ACC00059;debit;**** **** **** 9017;01/01/2029;expired;;
CRD0763;NBC0378;ACC01050;debit;**** **** **** 1202;01/08/2029;active;;
CRD0764;NBC0196;ACC01103;debit;**** **** **** 7122;01/12/2025;active;;
CRD0765;NBC0576;ACC00576;credit;**** **** **** 5480;01/06/2026;active;30000000;13953445
CRD0766;NBC0526;ACC00526;debit;**** **** **** 6892;01/05/2027;active;;
CRD0767;NBC0211;ACC01132;debit;**** **** **** 1815;01/06/2026;expired;;
CRD0768;NBC0371;ACC00371;prepaid;**** **** **** 8183;01/02/2024;active;;
CRD0769;NBC0431;ACC00431;debit;**** **** **** 2393;01/07/2029;blocked;;
CRD0770;NBC0522;ACC01002;prepaid;**** **** **** 0840;01/09/2029;active;;
CRD0771;NBC0053;ACC00053;debit;**** **** **** 8058;01/01/2027;active;;
CRD0772;NBC0225;ACC00225;debit;**** **** **** 2573;01/09/2028;active;;
CRD0773;NBC0897;ACC01139;debit;**** **** **** 9398;01/02/2029;active;;
CRD0774;NBC0735;ACC00735;debit;**** **** **** 8332;01/01/2026;active;;
CRD0775;NBC0093;ACC00093;credit;**** **** **** 3828;01/07/2025;active;30000000;26301820
CRD0776;NBC0234;ACC00234;debit;**** **** **** 9374;01/08/2024;expired;;
CRD0777;NBC0351;ACC00351;debit;**** **** **** 1104;01/02/2027;active;;
CRD0778;NBC0503;ACC00503;debit;**** **** **** 6000;01/01/2024;active;;
CRD0779;NBC0984;ACC00984;debit;**** **** **** 2547;01/01/2028;active;;
CRD0780;NBC0780;ACC00780;debit;**** **** **** 5288;01/04/2027;active;;
CRD0781;NBC0094;ACC01172;debit;**** **** **** 1122;01/03/2029;active;;
CRD0782;NBC0258;ACC00258;prepaid;**** **** **** 9206;01/06/2029;active;;
CRD0783;NBC0978;ACC00978;debit;**** **** **** 0849;01/09/2024;active;;
CRD0784;NBC0744;ACC00744;debit;**** **** **** 2971;01/05/2028;active;;
CRD0785;NBC0854;ACC00854;debit;**** **** **** 7879;01/03/2024;active;;
CRD0786;NBC0972;ACC00972;debit;**** **** **** 1688;01/08/2028;active;;
CRD0787;NBC0148;ACC00148;debit;**** **** **** 4801;01/05/2025;active;;
CRD0788;NBC0407;ACC01195;prepaid;**** **** **** 4416;01/03/2029;active;;
CRD0789;NBC0283;ACC00283;debit;**** **** **** 0485;01/06/2029;active;;
CRD0790;NBC0549;ACC01076;debit;**** **** **** 7617;01/03/2024;active;;
CRD0791;NBC0076;ACC00076;debit;**** **** **** 3604;01/06/2027;active;;
CRD0792;NBC0242;ACC00242;debit;**** **** **** 6775;01/01/2025;active;;
CRD0793;NBC0396;ACC00396;credit;**** **** **** 1335;01/04/2024;active;50000000;4308788
CRD0794;NBC0127;ACC01011;debit;**** **** **** 3669;01/09/2027;active;;
CRD0795;NBC0376;ACC00376;debit;**** **** **** 9748;01/07/2024;active;;
CRD0796;NBC0380;ACC00380;debit;**** **** **** 5589;01/06/2029;active;;
CRD0797;NBC0896;ACC00896;debit;**** **** **** 1364;01/05/2027;active;;
CRD0798;NBC0977;ACC00977;prepaid;**** **** **** 4225;01/12/2025;active;;
CRD0799;NBC0114;ACC01134;debit;**** **** **** 4411;01/08/2029;blocked;;
CRD0800;NBC0088;ACC00088;credit;**** **** **** 4450;01/05/2028;expired;10000000;6946192
