trx_id;account_id;trx_type;amount_idr;merchant_name;merchant_category;trx_date;trx_time;balance_after_idr;status;channel
TRX004122;ACC00319;transfer_in;26175915;Transfer;transfer;17/08/2023;16:47:25;416845981;success;atm
TRX004123;ACC00312;debit;1951800;Bakmi GM;food_delivery;12/05/2023;23:48:00;246833888;success;mobile_app
TRX004124;ACC00497;debit;507341;Watsons;health;25/05/2022;03:42:35;49962822;success;mobile_app
TRX004125;ACC00758;transfer_out;25702383;Transfer;transfer;16/08/2022;02:21:05;144036112;success;mobile_app
TRX004126;ACC00630;top_up;845701;Shell;transport;29/10/2022;06:39:26;26730178;success;atm
TRX004127;ACC01163;transfer_in;29126569;Transfer;transfer;08/02/2022;01:33:00;5239428;success;mobile_app
TRX004128;ACC01119;debit;402850;Pertamina;transport;24/03/2022;23:00:52;14015129;success;web
TRX004129;ACC00748;transfer_out;22199208;Transfer;transfer;24/01/2023;18:05:12;23108890;success;atm
TRX004130;ACC01130;debit;1857643;Hypermart;groceries;12/03/2023;17:33:33;3421058;success;mobile_app
TRX004131;ACC00399;transfer_in;647237;Transfer;transfer;29/09/2023;23:17:10;15200420;success;mobile_app
TRX004132;ACC00596;transfer_out;4229163;Transfer;transfer;02/06/2024;01:48:05;143691809;success;atm
TRX004133;ACC00470;debit;1773406;Steam;entertainment;24/12/2024;05:04:08;46008860;success;mobile_app
TRX004134;ACC00239;top_up;803826;PLN;bills;29/04/2024;01:54:47;43055045;success;web
TRX004135;ACC00741;transfer_in;45485573;Transfer;transfer;23/02/2022;09:43:40;121088320;success;atm
TRX004136;ACC00081;transfer_in;45277889;Transfer;transfer;26/07/2024;21:25:54;189512783;success;atm
TRX004137;ACC00604;debit;79534;Transmart;groceries;27/09/2023;10:12:04;266061709;success;mobile_app
TRX004138;ACC00331;top_up;412292;MyPertamina;transport;04/05/2023;05:30:05;47069937;success;web
TRX004139;ACC00446;transfer_in;23325277;Transfer;transfer;27/01/2022;15:24:51;260156202;success;mobile_app
TRX004140;ACC00573;transfer_out;26134372;Transfer;transfer;27/07/2024;11:02:37;39479926;success;mobile_app
TRX004141;ACC00645;credit;1445374;Uniqlo;shopping;10/08/2023;23:37:56;20362207;failed;mobile_app
TRX004142;ACC00022;transfer_out;2516616;Transfer;transfer;26/03/2024;02:27:45;165020679;success;web
TRX004143;ACC00938;debit;74906;Zenius;education;10/08/2024;05:09:53;46489089;success;web
TRX004144;ACC00910;credit;8952658;Salary;transfer;05/04/2024;06:38:07;472319974;success;mobile_app
TRX004145;ACC00252;transfer_out;26481275;Transfer;transfer;17/11/2024;19:35:34;16864034;success;mobile_app
TRX004146;ACC00358;transfer_in;29738827;Transfer;transfer;11/02/2025;16:08:11;42772170;success;mobile_app
TRX004147;ACC00823;credit;2336409;Salary;transfer;15/07/2023;04:42:08;140589410;success;mobile_app
TRX004148;ACC00324;debit;643557;GoFood;food_delivery;07/09/2022;08:40:17;32220522;success;mobile_app
TRX004149;ACC00014;credit;6601232;Blibli;shopping;14/07/2024;13:00:46;5310699;failed;mobile_app
TRX004150;ACC00376;credit;2134832;Lazada;shopping;03/05/2023;09:11:07;266123840;success;web
TRX004151;ACC00762;debit;1304322;Steam;entertainment;24/02/2022;07:45:06;25360655;success;atm
TRX004152;ACC01001;debit;915845;Alfamart;groceries;14/03/2024;21:55:46;24553053;success;web
TRX004153;ACC00717;transfer_out;11644849;Transfer;transfer;16/08/2022;20:40:06;33450452;success;mobile_app
TRX004154;ACC01041;debit;597895;Coursera;education;03/02/2025;10:50:44;24392975;success;mobile_app
TRX004155;ACC00925;credit;7227754;Alfamart;groceries;05/06/2024;11:38:43;11760267;success;mobile_app
TRX004156;ACC00396;credit;7682670;Hypermart;groceries;20/04/2024;19:48:17;28229852;success;mobile_app
TRX004157;ACC00812;transfer_out;27007904;Transfer;transfer;04/10/2023;14:24:15;407655011;success;mobile_app
TRX004158;ACC01108;transfer_in;11601267;Transfer;transfer;25/03/2022;01:06:12;41195165;success;atm
TRX004159;ACC00944;credit;6124144;Salary;transfer;05/12/2024;02:15:31;54333924;success;atm
TRX004160;ACC00655;debit;1588907;Hypermart;groceries;09/05/2024;23:23:14;24047447;success;mobile_app
TRX004161;ACC00168;transfer_in;42797105;Transfer;transfer;07/05/2022;10:51:54;8829848;success;mobile_app
TRX004162;ACC00925;transfer_out;15302229;Transfer;transfer;01/02/2025;06:56:02;11883433;success;mobile_app
TRX004163;ACC00122;debit;573018;Spotify;entertainment;10/04/2022;15:29:36;42857334;success;merchant
TRX004164;ACC00069;transfer_in;8835695;Transfer;transfer;02/07/2022;11:56:12;193929305;success;mobile_app
TRX004165;ACC00546;credit;1095711;Transmart;groceries;25/11/2023;11:21:00;4918668;success;mobile_app
TRX004166;ACC01195;debit;268857;Superindo;groceries;14/02/2023;02:38:34;146498084;success;mobile_app
TRX004167;ACC00680;transfer_out;1856670;Transfer;transfer;03/06/2024;12:28:57;190885902;success;mobile_app
TRX004168;ACC01057;debit;1293557;Lotte Mart;groceries;13/05/2024;10:04:25;381032200;success;mobile_app
TRX004169;ACC00327;top_up;344721;Pertamina;transport;08/02/2023;15:02:17;7265468;success;atm
TRX004170;ACC00161;transfer_out;4053282;Transfer;transfer;15/01/2024;04:15:35;198631303;success;mobile_app
TRX004171;ACC00475;transfer_out;25792700;Transfer;transfer;25/02/2022;00:36:33;39474590;success;mobile_app
TRX004172;ACC00847;debit;1346095;Disney+;entertainment;30/08/2024;12:15:42;20466206;success;web
TRX004173;ACC00287;debit;1871124;Lazada;shopping;01/02/2023;20:13:27;10669240;success;mobile_app
TRX004174;ACC00383;debit;1044842;Halodoc;health;23/09/2022;20:51:02;23640774;success;mobile_app
TRX004175;ACC01089;debit;507690;Guardian;health;04/01/2025;01:15:05;21240436;success;atm
TRX004176;ACC01080;credit;7580279;Transmart;groceries;29/01/2022;08:57:24;18548732;success;mobile_app
TRX004177;ACC00105;debit;1250946;Steam;entertainment;13/05/2022;18:37:17;11191995;success;mobile_app
TRX004178;ACC00676;debit;1498181;Hokben;food_delivery;07/03/2024;02:23:39;15120683;success;mobile_app
TRX004179;ACC01071;transfer_in;37773832;Transfer;transfer;08/11/2022;13:41:11;448997401;success;mobile_app
TRX004180;ACC00822;top_up;477099;Gojek;transport;19/06/2023;23:22:40;4314890;success;web
TRX004181;ACC00092;credit;470029;Salary;transfer;01/05/2024;07:17:00;15194450;success;atm
TRX004182;ACC00217;transfer_out;12823678;Transfer;transfer;10/06/2022;13:36:13;33904281;success;mobile_app
TRX004183;ACC00498;debit;430960;Indihome;bills;20/12/2022;17:01:17;87140994;success;mobile_app
TRX004184;ACC00445;transfer_out;13010196;Transfer;transfer;12/06/2023;08:17:52;157209542;success;web
TRX004185;ACC00234;credit;9865988;Blibli;shopping;16/07/2022;10:56:10;11729571;success;mobile_app
TRX004186;ACC00280;debit;1967974;ShopeeFood;food_delivery;25/04/2024;14:19:41;38070661;success;atm
TRX004187;ACC01197;transfer_in;39534367;Transfer;transfer;01/06/2023;18:06:28;32035196;success;mobile_app
TRX004188;ACC00039;transfer_in;36519861;Transfer;transfer;23/07/2022;04:22:28;8310876;success;mobile_app
TRX004189;ACC00074;debit;1303256;Grab;transport;28/06/2023;17:37:57;49354368;success;mobile_app
TRX004190;ACC00764;credit;6924313;Lazada;shopping;14/03/2024;10:02:50;16200807;success;merchant
TRX004191;ACC00047;debit;247312;Coursera;education;13/05/2024;09:50:41;30968017;success;mobile_app
TRX004192;ACC00760;transfer_in;27590317;Transfer;transfer;28/02/2022;02:25:21;29679391;success;mobile_app
TRX004193;ACC00351;debit;873453;Bluebird;transport;24/04/2024;18:22:04;39964654;success;mobile_app
TRX004194;ACC00168;credit;2323027;Lotte Mart;groceries;02/03/2022;05:24:58;2688662;success;mobile_app
TRX004195;ACC00447;top_up;862510;Steam;entertainment;22/08/2023;15:18:24;31808036;success;web
TRX004196;ACC00842;transfer_out;7111882;Transfer;transfer;14/05/2024;16:04:38;41861797;success;merchant
TRX004197;ACC00054;transfer_in;17989670;Transfer;transfer;10/02/2024;07:58:21;300247575;success;mobile_app
TRX004198;ACC00102;transfer_out;21826480;Transfer;transfer;02/10/2022;14:52:08;165630429;success;mobile_app
TRX004199;ACC00251;debit;231483;Gojek;transport;05/01/2023;19:02:22;30639777;success;web
TRX004200;ACC01150;debit;1233660;XXI Cinema;entertainment;11/12/2022;12:40:54;960812;success;mobile_app
TRX004201;ACC00557;top_up;326056;Disney+;entertainment;18/05/2024;00:29:32;491249713;success;merchant
TRX004202;ACC00878;debit;718007;Gojek;transport;29/04/2023;17:21:10;184759667;success;mobile_app
TRX004203;ACC00549;debit;147387;PDAM;bills;06/04/2023;02:05:23;50107951;success;web
TRX004204;ACC01107;transfer_in;672942;Transfer;transfer;12/06/2023;19:46:40;362211217;success;merchant
TRX004205;ACC01075;top_up;248722;BPJS;bills;23/12/2022;00:24:42;27559215;success;mobile_app
TRX004206;ACC00577;transfer_in;20900939;Transfer;transfer;16/05/2023;22:10:57;35917027;success;mobile_app
TRX004207;ACC00849;transfer_out;2618305;Transfer;transfer;24/09/2022;19:42:48;13202226;success;mobile_app
TRX004208;ACC01126;transfer_in;34354647;Transfer;transfer;08/07/2023;06:04:00;49344350;success;mobile_app
TRX004209;ACC00200;debit;1116247;Coursera;education;30/07/2023;05:28:13;48312532;failed;mobile_app
TRX004210;ACC00414;debit;1589118;KFC;food_delivery;23/02/2025;15:03:56;16735693;success;atm
TRX004211;ACC00497;debit;1206939;Bluebird;transport;25/04/2022;02:07:24;46532698;success;web
TRX004212;ACC00050;debit;881304;Superindo;groceries;11/05/2023;05:58:33;508073;success;web
TRX004213;ACC01140;transfer_out;21051788;Transfer;transfer;07/03/2022;14:31:09;446937075;success;web
TRX004214;ACC00046;credit;5925496;Indomaret;groceries;16/11/2023;13:23:56;47008542;success;mobile_app
TRX004215;ACC00689;top_up;982605;PLN;bills;04/11/2022;13:43:56;48103105;success;mobile_app
TRX004216;ACC01001;debit;292704;Coursera;education;13/10/2023;07:43:39;24745367;success;mobile_app
TRX004217;ACC00644;transfer_out;22836821;Transfer;transfer;11/07/2022;22:40:40;43532101;success;mobile_app
TRX004218;ACC00183;credit;9957049;Indomaret;groceries;26/07/2023;22:57:11;26748518;success;web
TRX004219;ACC00905;transfer_in;38122925;Transfer;transfer;10/05/2023;01:59:01;2541808;success;atm
TRX004220;ACC00678;transfer_in;10620921;Transfer;transfer;30/06/2023;13:51:55;21706530;success;atm
TRX004221;ACC01152;credit;1760426;Blibli;shopping;13/09/2022;03:34:23;334400187;success;mobile_app
TRX004222;ACC00124;debit;52650;Gojek;transport;31/08/2024;07:28:35;45615678;success;mobile_app
TRX004223;ACC00787;credit;7991429;Salary;transfer;20/11/2023;10:30:10;9257229;success;mobile_app
TRX004224;ACC00481;debit;1379755;CGV;entertainment;06/05/2024;10:04:29;5945668;success;web
TRX004225;ACC00577;transfer_in;10074692;Transfer;transfer;20/09/2024;05:22:53;37175662;success;merchant
TRX004226;ACC00070;credit;3260085;Zalora;shopping;25/03/2023;03:10:49;42392321;success;atm
TRX004227;ACC00881;debit;1958842;Indomaret;groceries;10/08/2022;05:39:55;353625985;success;web
TRX004228;ACC00458;top_up;864226;Shell;transport;04/06/2024;03:13:43;12006347;success;mobile_app
TRX004229;ACC00001;debit;694322;Superindo;groceries;10/08/2024;22:05:03;43375357;success;mobile_app
TRX004230;ACC00413;debit;1447699;BPJS;bills;01/12/2023;21:37:14;14197634;success;web
TRX004231;ACC00882;transfer_in;25374164;Transfer;transfer;08/04/2023;16:42:19;46768803;success;mobile_app
TRX004232;ACC00797;transfer_out;28966362;Transfer;transfer;11/03/2024;17:59:07;257880122;success;mobile_app
TRX004233;ACC00431;transfer_out;29966092;Transfer;transfer;07/04/2022;00:12:55;436161024;success;mobile_app
TRX004234;ACC00954;debit;1645399;Blibli;shopping;15/03/2022;16:04:21;39726594;success;atm
TRX004235;ACC00029;top_up;837113;Pertamina;transport;12/01/2025;07:13:49;28263795;success;web
TRX004236;ACC00466;credit;4926514;Lotte Mart;groceries;13/09/2023;12:16:57;37192133;success;mobile_app
TRX004237;ACC01098;credit;3777188;Salary;transfer;07/05/2022;01:59:08;24236978;success;mobile_app
TRX004238;ACC01084;debit;1976635;Pertamina;transport;16/10/2023;14:59:04;32742818;success;web
TRX004239;ACC00157;debit;792040;Shopee;shopping;20/07/2022;21:25:22;19115290;failed;atm
TRX004240;ACC01109;transfer_in;18594730;Transfer;transfer;13/07/2024;08:00:04;2939957;success;web
TRX004241;ACC01003;transfer_out;14044816;Transfer;transfer;13/12/2024;09:59:36;14792884;success;mobile_app
TRX004242;ACC00396;credit;5602769;Salary;transfer;20/12/2024;06:53:51;21589747;success;mobile_app
TRX004243;ACC00071;transfer_out;4689522;Transfer;transfer;21/01/2023;01:33:47;14135843;success;merchant
TRX004244;ACC00181;debit;1858091;PDAM;bills;20/06/2024;03:47:20;21130966;success;mobile_app
TRX004245;ACC00118;debit;1867536;CGV;entertainment;04/09/2023;03:19:42;39185325;success;atm
TRX004246;ACC00138;debit;1202172;PLN;bills;06/09/2022;14:52:30;28457273;success;atm
TRX004247;ACC00239;transfer_in;34285305;Transfer;transfer;19/02/2023;04:18:36;41040846;success;mobile_app
TRX004248;ACC00275;debit;1511002;Guardian;health;05/03/2022;21:51:11;187494026;success;atm
TRX004249;ACC00159;debit;878388;Disney+;entertainment;25/07/2024;20:35:49;41800942;failed;mobile_app
TRX004250;ACC01006;debit;1000058;BPJS;bills;08/03/2024;14:38:13;35018875;success;atm
TRX004251;ACC01134;debit;1970486;Zenius;education;31/05/2022;20:37:44;0;success;web
TRX004252;ACC00069;transfer_out;1914342;Transfer;transfer;08/04/2024;23:32:41;195144788;success;mobile_app
TRX004253;ACC00714;debit;1057729;Disney+;entertainment;20/01/2024;21:28:59;29456985;success;mobile_app
TRX004254;ACC00894;credit;7750519;Salary;transfer;18/07/2022;02:05:55;26104376;success;mobile_app
TRX004255;ACC00708;transfer_out;6101292;Transfer;transfer;05/10/2023;17:24:30;175423470;success;mobile_app
TRX004256;ACC00993;transfer_out;9808176;Transfer;transfer;02/10/2023;07:07:13;17277348;success;web
TRX004257;ACC00271;transfer_out;12583848;Transfer;transfer;01/03/2024;02:12:26;42370538;success;mobile_app
TRX004258;ACC00553;transfer_out;22246319;Transfer;transfer;25/10/2022;19:45:02;10192697;success;mobile_app
TRX004259;ACC00010;transfer_out;9877795;Transfer;transfer;01/03/2024;21:59:42;147391491;success;mobile_app
TRX004260;ACC00081;credit;4878149;Indomaret;groceries;11/08/2022;16:30:39;190460710;success;mobile_app
TRX004261;ACC01200;top_up;973505;XL Axiata;bills;05/06/2023;17:05:20;35181508;success;web
TRX004262;ACC01107;transfer_in;4954131;Transfer;transfer;06/01/2024;23:58:10;360901018;success;mobile_app
TRX004263;ACC00034;credit;3480194;Tokopedia;shopping;05/05/2023;05:02:19;35495179;success;mobile_app
TRX004264;ACC00625;transfer_out;28223117;Transfer;transfer;16/12/2022;06:24:11;24644605;success;mobile_app
TRX004265;ACC01122;transfer_in;5440010;Transfer;transfer;02/08/2022;02:13:01;36916671;success;mobile_app
TRX004266;ACC01023;credit;6843468;Tokopedia;shopping;19/06/2024;18:27:50;21696160;success;mobile_app
TRX004267;ACC00169;credit;6780521;Blibli;shopping;13/07/2022;08:04:27;33322189;success;mobile_app
TRX004268;ACC00991;transfer_in;24499588;Transfer;transfer;06/10/2024;01:03:28;9362363;success;mobile_app
TRX004269;ACC00272;top_up;154752;Gojek;transport;15/10/2022;02:51:22;23010800;success;merchant
TRX004270;ACC01086;transfer_out;688878;Transfer;transfer;05/04/2024;04:29:14;35838018;success;mobile_app
TRX004271;ACC01170;debit;539934;Shell;transport;15/06/2023;04:27:31;471239849;success;mobile_app
TRX004272;ACC00226;transfer_out;16834512;Transfer;transfer;27/07/2023;00:20:19;28275944;success;mobile_app
TRX004273;ACC00277;debit;865091;GrabFood;food_delivery;13/02/2024;16:52:30;3294703;success;web
TRX004274;ACC00029;debit;568281;Coursera;education;27/07/2022;22:44:23;29934632;success;atm
TRX004275;ACC00312;transfer_out;16580515;Transfer;transfer;10/02/2025;03:46:09;246181507;success;atm
TRX004276;ACC00715;debit;1515926;KFC;food_delivery;03/10/2024;23:42:37;38545001;success;mobile_app
TRX004277;ACC00570;credit;4511987;Salary;transfer;29/08/2022;10:04:05;13002297;success;merchant
TRX004278;ACC00954;debit;24405;Hokben;food_delivery;04/10/2022;16:45:09;46697008;success;web
TRX004279;ACC00773;credit;5945533;Salary;transfer;21/02/2025;22:13:31;9979698;success;merchant
TRX004280;ACC01148;debit;1690568;Pertamina;transport;21/09/2023;05:27:42;275165288;success;merchant
TRX004281;ACC01103;credit;515188;Salary;transfer;21/06/2023;04:52:12;62372834;success;atm
TRX004282;ACC00337;credit;4541448;Salary;transfer;02/08/2023;01:59:29;961534;success;atm
TRX004283;ACC00989;debit;1532265;Coursera;education;11/06/2024;08:30:33;138005999;success;web
TRX004284;ACC01062;debit;671369;Apotek K24;health;30/08/2022;07:05:45;224009791;success;mobile_app
TRX004285;ACC00980;credit;794237;Alfamart;groceries;12/10/2024;04:39:19;17780174;success;mobile_app
TRX004286;ACC00509;top_up;381951;Gojek;transport;17/04/2022;02:42:16;16994881;failed;mobile_app
TRX004287;ACC00981;transfer_in;4029005;Transfer;transfer;28/05/2024;20:21:55;399966949;success;merchant
TRX004288;ACC00892;transfer_in;13790471;Transfer;transfer;28/03/2024;06:43:50;6940784;success;mobile_app
TRX004289;ACC00425;top_up;507893;Gojek;transport;18/11/2023;23:53:40;8188651;success;mobile_app
TRX004290;ACC00382;top_up;764948;Gojek;transport;21/11/2022;15:35:17;35711718;success;atm
TRX004291;ACC00460;debit;126631;Watsons;health;24/02/2023;14:52:21;37417814;success;merchant
TRX004292;ACC00644;transfer_out;17677130;Transfer;transfer;16/09/2024;22:03:51;38775583;success;mobile_app
TRX004293;ACC00046;credit;1143263;Salary;transfer;04/11/2023;12:19:02;41169755;success;mobile_app
TRX004294;ACC01103;top_up;121120;Shell;transport;28/02/2024;15:39:20;58863157;success;mobile_app
TRX004295;ACC00056;transfer_in;33347869;Transfer;transfer;14/07/2023;03:20:48;47113244;success;mobile_app
TRX004296;ACC01112;debit;879853;Indihome;bills;10/02/2024;20:15:55;8612387;success;mobile_app
TRX004297;ACC00236;debit;1683017;KFC;food_delivery;18/03/2024;09:10:54;12647130;success;merchant
TRX004298;ACC00155;transfer_out;25764543;Transfer;transfer;05/02/2023;12:23:18;22495713;success;mobile_app
TRX004299;ACC00185;transfer_out;28377699;Transfer;transfer;22/05/2024;01:03:40;16641655;success;merchant
TRX004300;ACC00339;debit;1438718;Uniqlo;shopping;14/05/2024;15:56:38;52706675;success;mobile_app
TRX004301;ACC00917;debit;490992;BPJS;bills;19/07/2022;14:50:34;42823746;success;mobile_app
TRX004302;ACC00101;credit;6580662;Uniqlo;shopping;17/02/2025;12:06:19;6135750;success;atm
TRX004303;ACC00378;transfer_in;7917758;Transfer;transfer;07/06/2022;18:14:52;18571398;success;web
TRX004304;ACC01141;transfer_out;16119482;Transfer;transfer;18/07/2023;02:10:58;300537679;success;merchant
TRX004305;ACC00752;credit;8198340;Salary;transfer;29/05/2023;08:19:59;29923239;success;mobile_app
TRX004306;ACC00945;transfer_in;44352994;Transfer;transfer;11/05/2022;07:57:38;41430820;success;mobile_app
TRX004307;ACC00088;credit;8564537;Shopee;shopping;02/12/2024;22:14:20;46524094;success;atm
TRX004308;ACC01186;debit;395956;Ruangguru;education;23/03/2023;02:38:05;139089555;success;merchant
TRX004309;ACC00159;debit;1658051;Shopee;shopping;18/11/2023;06:40:08;39035782;success;mobile_app
TRX004310;ACC00409;transfer_out;13958183;Transfer;transfer;05/04/2024;22:11:42;234770546;success;mobile_app
TRX004311;ACC00798;credit;779046;Indomaret;groceries;08/11/2022;16:35:21;5015524;success;mobile_app
TRX004312;ACC00175;transfer_out;24045962;Transfer;transfer;01/09/2022;20:08:01;0;success;mobile_app
TRX004313;ACC00082;debit;798171;Bakmi GM;food_delivery;18/11/2023;11:55:50;34656106;success;merchant
TRX004314;ACC00376;credit;7533160;Indomaret;groceries;14/07/2023;02:57:03;270881159;success;mobile_app
TRX004315;ACC00336;transfer_out;18039359;Transfer;transfer;24/08/2024;13:18:46;9995804;success;web
TRX004316;ACC00878;debit;1999653;Lotte Mart;groceries;01/06/2023;19:44:20;185133723;success;mobile_app
TRX004317;ACC00068;debit;1848850;Hokben;food_delivery;24/10/2024;11:53:18;186333602;success;mobile_app
TRX004318;ACC00230;transfer_out;16366145;Transfer;transfer;25/10/2022;17:06:06;29212536;success;mobile_app
TRX004319;ACC00523;debit;559731;Alodokter;health;30/04/2024;13:32:02;3862392;success;atm
TRX004320;ACC00778;credit;9187397;Zalora;shopping;04/07/2024;10:52:51;979114;success;mobile_app
TRX004321;ACC00848;transfer_out;25650738;Transfer;transfer;28/09/2024;01:52:03;200926964;success;mobile_app
TRX004322;ACC00343;credit;4910124;Shopee;shopping;27/10/2022;19:41:02;30543135;success;mobile_app
TRX004323;ACC00228;credit;6945412;Salary;transfer;20/05/2023;18:46:20;26911529;failed;mobile_app
TRX004324;ACC00489;credit;5490100;Salary;transfer;18/01/2022;00:13:31;86455275;success;atm
TRX004325;ACC00368;debit;324883;Transmart;groceries;08/05/2024;19:59:32;22275782;success;mobile_app
TRX004326;ACC00122;transfer_in;33394768;Transfer;transfer;13/08/2024;21:20:28;44123984;success;mobile_app
TRX004327;ACC00886;transfer_out;11141912;Transfer;transfer;29/02/2024;04:44:12;359773437;success;atm
TRX004328;ACC00699;credit;5228830;Uniqlo;shopping;09/05/2022;23:18:53;50519884;success;mobile_app
TRX004329;ACC01075;transfer_out;20833232;Transfer;transfer;15/01/2022;18:21:07;36201912;success;mobile_app
TRX004330;ACC00765;transfer_in;4201481;Transfer;transfer;04/01/2024;12:01:54;13458253;success;mobile_app
TRX004331;ACC00951;transfer_out;28216013;Transfer;transfer;11/04/2024;04:46:44;319171066;success;merchant
TRX004332;ACC00239;debit;213424;Shopee;shopping;21/02/2022;16:29:51;35393250;success;mobile_app
TRX004333;ACC00569;debit;350210;Telkomsel;bills;18/09/2024;15:26:42;21597359;success;web
TRX004334;ACC01089;transfer_out;14307563;Transfer;transfer;25/08/2023;02:03:32;14849757;success;atm
TRX004335;ACC00167;debit;1385233;Shell;transport;07/06/2024;15:10:11;46727451;success;merchant
TRX004336;ACC00828;credit;5775513;Superindo;groceries;15/03/2022;06:16:12;17302118;success;web
TRX004337;ACC00227;credit;1336920;Indomaret;groceries;19/04/2022;07:41:40;2905427;success;web
TRX004338;ACC00098;debit;1129746;Steam;entertainment;26/03/2023;20:50:19;168490273;success;mobile_app
TRX004339;ACC00614;transfer_in;19184029;Transfer;transfer;01/10/2024;11:03:27;192363078;success;mobile_app
TRX004340;ACC00824;debit;1317637;Shell;transport;28/03/2024;23:13:24;111551814;success;atm
TRX004341;ACC00582;debit;1423930;GoFood;food_delivery;16/01/2024;04:22:26;4441302;success;mobile_app
TRX004342;ACC00975;credit;875987;Lazada;shopping;10/03/2023;22:14:53;490471326;success;mobile_app
TRX004343;ACC00724;debit;1528876;Watsons;health;21/05/2024;11:06:17;33984717;success;mobile_app
TRX004344;ACC00941;transfer_out;18774167;Transfer;transfer;28/12/2022;14:09:21;36513214;failed;merchant
TRX004345;ACC00618;top_up;269749;PLN;bills;30/10/2022;21:09:17;34880197;success;mobile_app
TRX004346;ACC01169;credit;6218096;Uniqlo;shopping;29/01/2023;13:31:15;30013261;success;merchant
TRX004347;ACC01191;transfer_out;5309814;Transfer;transfer;16/05/2022;03:21:08;248584846;success;merchant
TRX004348;ACC00394;transfer_out;25074008;Transfer;transfer;02/05/2023;13:00:36;307288884;success;web
TRX004349;ACC00094;credit;6272040;Tokopedia;shopping;22/04/2023;02:01:51;33533451;success;atm
TRX004350;ACC01046;transfer_out;17510936;Transfer;transfer;29/05/2024;06:21:38;5754726;success;mobile_app
TRX004351;ACC00348;debit;1418137;Udemy;education;15/02/2024;14:19:20;34602515;success;mobile_app
TRX004352;ACC00144;debit;839202;PDAM;bills;07/10/2022;11:26:13;15484472;success;merchant
TRX004353;ACC00891;debit;69875;Netflix;entertainment;13/11/2022;02:49:39;435616777;success;mobile_app
TRX004354;ACC00657;debit;412308;ShopeeFood;food_delivery;10/11/2023;08:03:15;20594752;success;web
TRX004355;ACC00672;debit;544512;Apotek K24;health;10/01/2023;04:23:23;14097020;success;mobile_app
TRX004356;ACC00336;credit;3124931;Indomaret;groceries;21/08/2024;09:17:05;4522284;success;mobile_app
TRX004357;ACC00941;debit;1739547;Zenius;education;26/09/2022;20:32:56;34488349;success;mobile_app
TRX004358;ACC00485;credit;2826850;Lotte Mart;groceries;13/09/2022;20:27:27;273545401;success;mobile_app
TRX004359;ACC00028;transfer_out;29182328;Transfer;transfer;26/02/2022;23:37:35;31104339;success;mobile_app
TRX004360;ACC01030;credit;7583979;Salary;transfer;16/05/2022;15:09:04;272245136;success;atm
TRX004361;ACC00214;credit;4483163;Superindo;groceries;03/08/2023;08:50:02;162411;success;mobile_app
TRX004362;ACC00778;debit;534013;Hokben;food_delivery;28/11/2022;04:10:45;4892486;success;mobile_app
TRX004363;ACC00467;debit;937477;Bluebird;transport;24/09/2023;21:40:42;32053593;success;mobile_app
TRX004364;ACC00558;credit;3553084;Blibli;shopping;19/05/2024;20:17:39;35985811;success;mobile_app
TRX004365;ACC00462;transfer_out;6343893;Transfer;transfer;06/11/2022;10:12:46;31285444;success;web
TRX004366;ACC00726;transfer_out;5340243;Transfer;transfer;22/04/2024;14:04:24;242596319;success;web
TRX004367;ACC00637;debit;731392;ShopeeFood;food_delivery;06/01/2024;09:46:43;18190895;success;mobile_app
TRX004368;ACC00951;debit;728896;CGV;entertainment;14/01/2024;11:22:34;321856736;success;mobile_app
TRX004369;ACC00242;transfer_out;28408082;Transfer;transfer;20/12/2024;18:48:58;85913709;success;mobile_app
TRX004370;ACC00663;credit;4278681;Uniqlo;shopping;17/12/2023;17:21:13;467915069;success;mobile_app
TRX004371;ACC00175;debit;124633;Spotify;entertainment;17/06/2022;05:06:54;4092865;success;mobile_app
TRX004372;ACC01108;credit;6030429;Salary;transfer;22/07/2024;06:53:43;34644318;success;atm
TRX004373;ACC00073;debit;1347680;Spotify;entertainment;12/07/2022;04:27:20;15406310;success;atm
TRX004374;ACC00147;debit;125843;Udemy;education;24/01/2025;17:42:41;19429128;failed;web
TRX004375;ACC00188;transfer_out;12004074;Transfer;transfer;08/06/2023;16:18:02;6758124;success;mobile_app
TRX004376;ACC00132;debit;1965404;Guardian;health;20/04/2024;10:33:41;14073323;success;mobile_app
TRX004377;ACC00523;transfer_in;25468654;Transfer;transfer;15/11/2022;04:56:56;4976450;success;merchant
TRX004378;ACC00604;top_up;231070;Bluebird;transport;29/05/2024;18:22:17;270909257;success;atm
TRX004379;ACC00761;credit;6084686;Transmart;groceries;21/10/2022;00:23:19;21498860;success;web
TRX004380;ACC00886;debit;1901104;Spotify;entertainment;25/01/2024;14:38:05;356980533;success;mobile_app
TRX004381;ACC00140;transfer_out;16043309;Transfer;transfer;06/12/2022;13:38:08;131485325;success;mobile_app
TRX004382;ACC00526;top_up;51725;CGV;entertainment;09/04/2024;13:09:28;382432714;success;mobile_app
TRX004383;ACC00081;credit;1213694;Salary;transfer;18/03/2022;00:54:35;187122462;success;mobile_app
TRX004384;ACC01173;credit;8755451;Alfamart;groceries;24/09/2022;04:30:08;174122991;success;web
TRX004385;ACC00785;transfer_in;15121045;Transfer;transfer;10/05/2022;15:32:56;84248850;success;web
TRX004386;ACC01159;credit;8161044;Salary;transfer;14/07/2023;01:22:14;103768905;success;mobile_app
